FY,SIC,EMPLOYEES,PRODUCTS,PRODHOURS,E2_plant_cost,E2_plant_usage,E2 in joule,kWh,KW,MW
2007.0,2541.0,95.0,Wood Fixtures for Retail,3432.0,85262.0,6868.0,7250000000000.0,2012812.11,586.483715,0.586483715
1982.0,3496.0,144.0,WIRE/STEEL PRODUCTS,3500.0,23019.0,6824.0,7200000000000.0,1999916.983,571.4048522,0.571404852
1998.0,3479.0,90.0,"Metal coatings(chemical, heat resistant, metallic, coil)",7344.0,24153.0,6717.0,7090000000000.0,1968558.378,268.0498881,0.268049888
2017.0,2679.0,152.0,Paper Food Packaging,6000.0,31218.0,6703.0,7070000000000.0,1964455.383,327.4092306,0.327409231
2005.0,3444.0,180.0,"Flat Roll Steel Coil, Sheet",6000.0,55719.0,6656.0,7020000000000.0,1950681.043,325.1135072,0.325113507
2005.0,2759.0,90.0,Commercial Screen Printing,4000.0,69241.0,6652.0,7020000000000.0,1949508.759,487.3771897,0.48737719
2004.0,2819.0,21.0,Color Concentrates,4000.0,38304.0,6591.0,6950000000000.0,1931631.424,482.9078559,0.482907856
2004.0,3479.0,49.0,electroplating and metal finishing,2040.0,60950.0,6587.0,6950000000000.0,1930459.139,946.3034996,0.9463035
1999.0,3541.0,45.0,Metalworking lathes and repair parts,2250.0,31413.0,6557.0,6920000000000.0,1921667.007,854.0742254,0.854074225
1996.0,3679.0,350.0,silicon wafers,8700.0,27919.0,6513.0,6870000000000.0,1908771.88,219.3990667,0.219399067
1991.0,3499.0,43.0,SHEET METAL FABRICATION,2750.0,27520.0,6490.0,6850000000000.0,1902031.245,691.6477256,0.691647726
1991.0,3691.0,300.0,INJECTION MOLDED BATTERY,8400.0,34587.0,6486.0,6840000000000.0,1900858.961,226.2927335,0.226292733
1992.0,2013.0,115.0,PROCESSED MEAT PRODUCTS,8736.0,27976.0,6470.0,6830000000000.0,1896169.824,217.0524066,0.217052407
2013.0,2011.0,78.0,Frozen Hamburgers,6120.0,46283.0,6446.0,6800000000000.0,1889136.118,308.6823723,0.308682372
2012.0,3544.0,216.0,Custom Machining,4000.0,68619.0,6385.0,6740000000000.0,1871258.783,467.8146958,0.467814696
2009.0,3499.0,35.0,Sheet Metal Fabrication and Machined Parts,2250.0,70531.0,6330.0,6680000000000.0,1855139.874,824.5066108,0.824506611
1989.0,3469.0,200.0,DECORATIVE METAL TRIM,4500.0,27235.0,6313.0,6660000000000.0,1850157.666,411.146148,0.411146148
1994.0,2759.0,166.0,commercial printing,6400.0,39112.0,6258.0,6600000000000.0,1834038.757,286.5685558,0.286568556
1993.0,2759.0,125.0,"sports jackets, shirts, caps",3000.0,26826.0,6198.0,6540000000000.0,1816454.493,605.484831,0.605484831
1996.0,3599.0,49.0,hospital communication equipment,3000.0,26839.0,6181.0,6520000000000.0,1811472.285,603.8240949,0.603824095
1985.0,2299.0,200.0,SOFT TRIM INTERIOR PARTS,4500.0,40059.0,6162.0,6500000000000.0,1805903.934,401.3119854,0.401311985
1990.0,3089.0,150.0,PLASTIC AUTO COMPONENTS,6000.0,28694.0,6134.0,6470000000000.0,1797697.944,299.6163241,0.299616324
2005.0,3089.0,260.0,Plastic Injected Products,6000.0,50296.0,6133.0,6470000000000.0,1797404.873,299.5674789,0.299567479
1988.0,3465.0,90.0,METAL STAMPINGS & ASSEMBLIES,4080.0,28911.0,6119.0,6460000000000.0,1793301.878,439.5347741,0.439534774
1984.0,3494.0,379.0,VALVES,6240.0,34986.0,6112.0,6450000000000.0,1791250.381,287.0593559,0.287059356
1996.0,3594.0,191.0,air & hydraulic cylinders,5500.0,28916.0,6092.0,6430000000000.0,1785388.959,324.6161745,0.324616174
2008.0,3089.0,156.0,PVC Fencing Products,8400.0,73266.0,6072.0,6410000000000.0,1779527.538,211.8485164,0.211848516
1989.0,3714.0,65.0,AUTOMOTIVE EXHAUST PIPES,2250.0,25609.0,6059.0,6390000000000.0,1775717.614,789.2078285,0.789207829
1982.0,3792.0,40.0,MODULAR HOUSING,2000.0,20061.0,6044.0,6380000000000.0,1771321.548,885.6607741,0.885660774
1988.0,3469.0,80.0,METAL STAMPINGS,4800.0,27262.0,6007.0,6340000000000.0,1760477.919,366.766233,0.366766233
2010.0,3714.0,303.0,Die cut & assembly parts for automotive industry,7200.0,91146.0,5982.0,6310000000000.0,1753151.142,243.4932141,0.243493214
1991.0,3991.0,250.0,"MOPS, BROOMS, BRUSHES",4000.0,28485.0,5921.0,6250000000000.0,1735273.806,433.8184516,0.433818452
1985.0,2024.0,15.0,ICE CREAM,2500.0,37355.0,5919.0,6240000000000.0,1734687.664,693.8750657,0.693875066
1987.0,3449.0,73.0,CUSTM. METAL FABRICATION,6200.0,29144.0,5917.0,6240000000000.0,1734101.522,279.6937939,0.279693794
1983.0,3471.0,112.0,CHROME PLATED PLASTIC,6700.0,27161.0,5906.0,6230000000000.0,1730877.74,258.3399613,0.258339961
1983.0,3089.0,376.0,"PLASTIC EXTRUSION, ETC.",6000.0,34731.0,5800.0,6120000000000.0,1699812.207,283.3020345,0.283302034
1992.0,2013.0,150.0,GROUND AND ROAST BEEF,6000.0,22803.0,5792.0,6110000000000.0,1697467.638,282.9112731,0.282911273
1982.0,3544.0,100.0,SPECIAL MACHINES,6000.0,25565.0,5779.0,6100000000000.0,1693657.715,282.2762858,0.282276286
2014.0,3556.0,104.0,Bakery Equipment,2860.0,52741.0,5765.0,6080000000000.0,1689554.72,590.7533984,0.590753398
1992.0,3442.0,50.0,STEEL AND WOODEN DOORS,2000.0,25090.0,5759.0,6080000000000.0,1687796.293,843.8981466,0.843898147
2012.0,3599.0,20.0,Reprocessed Metal Components,2450.0,38886.0,5740.0,6060000000000.0,1682227.943,686.6236501,0.68662365
1990.0,3544.0,180.0,TRANSMISSION DIE CASTS,7500.0,28658.0,5727.0,6040000000000.0,1678418.019,223.7890692,0.223789069
1990.0,3423.0,56.0,UNDERWATER PELLETIZERS,6000.0,24202.0,5705.0,6020000000000.0,1671970.455,278.6617426,0.278661743
1984.0,3714.0,78.0,AIR RESERVOIRS,6000.0,36337.0,5700.0,6010000000000.0,1670505.1,278.4175167,0.278417517
2016.0,3089.0,110.0,All Other Plastics Product Manufacturing,6048.0,41728.0,5637.0,5950000000000.0,1652041.623,273.1550302,0.27315503
1996.0,3085.0,320.0,blow molded plastic bottles,8500.0,26160.0,5634.0,5940000000000.0,1651162.409,194.2544011,0.194254401
1991.0,3842.0,170.0,"LIFE PRESERVERS, PILLOWS",2250.0,25391.0,5629.0,5940000000000.0,1649697.054,733.1986907,0.733198691
2003.0,3564.0,120.0,Air cleaning equipment,2000.0,27604.0,5616.0,5930000000000.0,1645887.13,822.943565,0.822943565
2013.0,3089.0,150.0,Thermoset Composites,6000.0,59528.0,5563.0,5870000000000.0,1630354.363,271.7257272,0.271725727
1998.0,3365.0,225.0,Aluminum & Cast Iron Automotive Parts,7800.0,24786.0,5545.0,5850000000000.0,1625079.084,208.3434723,0.208343472
1995.0,2396.0,260.0,embroidered and screen printed sportswear,4900.0,30799.0,5517.0,5820000000000.0,1616873.094,329.9741008,0.329974101
2013.0,3272.0,45.0,Concrete Railroad Products,2500.0,30433.0,5469.0,5770000000000.0,1602805.683,641.1222731,0.641122273
1983.0,3545.0,77.0,SPECIAL MACHINES,2000.0,29339.0,5467.0,5770000000000.0,1602219.541,801.1097703,0.80110977
1986.0,2541.0,350.0,WOODEN DISPLAY FIXTURES,,28168.0,5465.0,5770000000000.0,1601633.398,#DIV/0!,#DIV/0!
2000.0,2674.0,219.0,multi-walled bags,6600.0,26363.0,5364.0,5660000000000.0,1572033.22,238.1868516,0.238186852
1995.0,3089.0,70.0,fiberglass reinforced plastic truck/cab roofs,3000.0,26159.0,5364.0,5660000000000.0,1572033.22,524.0110735,0.524011073
2016.0,3559.0,170.0,Mixing Equipment,6120.0,46606.0,5353.0,5650000000000.0,1568809.439,256.3414115,0.256341412
1984.0,3089.0,135.0,NOVELTY GIFT PRODUCTS,2000.0,31404.0,5350.0,5640000000000.0,1567930.225,783.9651127,0.783965113
1985.0,3351.0,159.0,COPPER,8736.0,35557.0,5346.0,5640000000000.0,1566757.941,179.3450024,0.179345002
1985.0,3596.0,122.0,"TOASTERS,SCALES,PRINTERS",2200.0,29783.0,5330.0,5620000000000.0,1562068.804,710.0312746,0.710031275
1984.0,2326.0,193.0,UNIFORMS,2275.0,31235.0,5315.0,5610000000000.0,1557672.738,684.6913134,0.684691313
1996.0,3363.0,50.0,Large Aluminum casted components,5000.0,12466.0,5303.0,5590000000000.0,1554155.885,310.831177,0.310831177
1998.0,2589.0,42.0,"Lubricants Oils, Calcium Oxide",4000.0,32208.0,5268.0,5560000000000.0,1543898.398,385.9745994,0.385974599
2010.0,3444.0,105.0,"Sheetmetal fabrication of vent, smoke, and fire damper units",2000.0,73237.0,5236.0,5520000000000.0,1534520.123,767.2600617,0.767260062
2000.0,3792.0,300.0,Recreational vehicles,2000.0,28924.0,5229.0,5520000000000.0,1532468.626,766.234313,0.766234313
2024.0,3081.0,93.0,Heavy Gauge Custom Plastic Sheeting,8760.0,56406.0,5192.0,5480000000000.0,1521624.996,173.7014836,0.173701484
1993.0,3724.0,130.0,Brazing and Welding Shop,6300.0,24143.0,5169.0,5450000000000.0,1514884.362,240.4578352,0.240457835
2002.0,3465.0,112.0,automotive stampings,6500.0,36764.0,5167.0,5450000000000.0,1514298.22,232.9689569,0.232968957
1994.0,2759.0,240.0,commercial printing,6000.0,25962.0,5142.0,5430000000000.0,1506971.443,251.1619071,0.251161907
1994.0,3714.0,100.0,machined components and fabrications,8000.0,25962.0,5142.0,5430000000000.0,1506971.443,188.3714304,0.18837143
2003.0,3089.0,100.0,Plastic injection molded parts and tubing,8568.0,33900.0,5131.0,5410000000000.0,1503747.661,175.5074301,0.17550743
1988.0,2013.0,250.0,BEEF PATTIES & PRODUCE,4700.0,28435.0,5130.0,5410000000000.0,1503454.59,319.8839553,0.319883955
2023.0,3714.0,204.0,Brake Hose Assemblies,2080.0,40551.0,5120.0,5400000000000.0,1500523.879,721.4057112,0.721405711
1986.0,2051.0,55.0,BAKERY PRODUCTS,5525.0,26294.0,5035.0,5310000000000.0,1475612.838,267.0792468,0.267079247
2018.0,2082.0,90.0,beer,3120.0,33080.0,5027.0,5300000000000.0,1473268.27,472.2013685,0.472201369
1997.0,3443.0,38.0,Steel fabrication,3500.0,29356.0,5023.0,5300000000000.0,1472095.985,420.598853,0.420598853
1995.0,2671.0,150.0,"pressure sensitive labels, coating for packaging",7000.0,23310.0,5011.0,5290000000000.0,1468579.133,209.7970189,0.209797019
2022.0,3087.0,120.0,Molded urethane foam for automotive NVH & sealing applications,8760.0,30379.0,4992.0,5270000000000.0,1463010.782,167.0103633,0.167010363
2014.0,3714.0,290.0,HVAC for automotive,6664.0,26827.0,4935.0,5210000000000.0,1446305.731,217.0326728,0.217032673
1988.0,3999.0,238.0,BABY NURSERY ACCESSORIES,6000.0,21200.0,4923.0,5190000000000.0,1442788.878,240.4648131,0.240464813
1982.0,3423.0,290.0,HANDTOOLS,4250.0,21617.0,4877.0,5150000000000.0,1429307.609,336.3076728,0.336307673
2016.0,3585.0,94.0,Temperature Control Equipment,2990.0,32316.0,4868.0,5140000000000.0,1426669.97,477.147147,0.477147147
1983.0,3321.0,30.0,IRON CASTINGS,1976.0,25507.0,4824.0,5090000000000.0,1413774.843,715.4730984,0.715473098
2023.0,3081.0,11.0,Cast Acrylic,2080.0,37974.0,4782.0,5050000000000.0,1401465.858,673.7816623,0.673781662
2019.0,4952.0,15.0,Wastewater Treatment,8760.0,30276.0,4684.0,4940000000000.0,1372744.893,156.706038,0.156706038
1992.0,3085.0,97.0,BLOW-MOLDED CONTAINERS,6000.0,20197.0,4671.0,4930000000000.0,1368934.969,228.1558281,0.228155828
2007.0,3991.0,83.0,Brushroll Products,4000.0,61443.0,4659.0,4920000000000.0,1365418.116,341.354529,0.341354529
2013.0,3441.0,60.0,Wind Turbine Towers,6200.0,26299.0,4617.0,4870000000000.0,1353109.131,218.2434082,0.218243408
1990.0,2761.0,140.0,BUSINESS FORMS,6000.0,22976.0,4607.0,4860000000000.0,1350178.42,225.0297367,0.225029737
1984.0,3564.0,121.0,INDUSTRIAL FANS,2000.0,26213.0,4604.0,4860000000000.0,1349299.207,674.6496035,0.674649604
1982.0,3144.0,375.0,WOMEN'S SHOES,2250.0,19016.0,4604.0,4860000000000.0,1349299.207,599.6885365,0.599688536
1983.0,3399.0,110.0,POWDERED METAL PARTS,6200.0,20875.0,4549.0,4800000000000.0,1333180.298,215.0290804,0.21502908
2003.0,3621.0,97.0,DC electric motors and injection molded parts,6000.0,33305.0,4467.0,4710000000000.0,1309148.47,218.1914117,0.218191412
1991.0,3561.0,160.0,CENTRIFUGAL PUMPS,6000.0,18837.0,4462.0,4710000000000.0,1307683.115,217.9471859,0.217947186
1983.0,2231.0,180.0,PAPERMAKER'S FELTS,6600.0,24248.0,4459.0,4700000000000.0,1306803.902,198.0005912,0.198000591
1992.0,2515.0,130.0,BOX SPRING MATTRESSES,4250.0,20023.0,4452.0,4700000000000.0,1304752.404,307.0005657,0.307000566
2016.0,3469.0,70.0,Garage Door Hardware,6000.0,34191.0,4436.0,4680000000000.0,1300063.267,216.6772112,0.216677211
2010.0,3089.0,291.0,"Blow molded, injection molded ",7200.0,44725.0,4423.0,4670000000000.0,1296253.343,180.0351866,0.180035187
1992.0,3317.0,65.0,FLEX. METALLIC CONDUIT,4000.0,21028.0,4404.0,4650000000000.0,1290684.993,322.6712483,0.322671248
1983.0,3612.0,160.0,TRANSFORMERS,3120.0,24432.0,4394.0,4640000000000.0,1287754.282,412.7417572,0.412741757
2000.0,3089.0,65.0,compression molded polymer consumer products,7200.0,21037.0,4370.0,4610000000000.0,1280720.577,177.8778579,0.177877858
2008.0,2752.0,120.0,paper paint labels,8400.0,41674.0,4369.0,4610000000000.0,1280427.506,152.4318459,0.152431846
1990.0,2711.0,240.0,NEWSPAPER PUBLISHING,7600.0,21653.0,4366.0,4610000000000.0,1279548.292,168.3616174,0.168361617
1988.0,3231.0,75.0,MIRRORS,4000.0,27208.0,4360.0,4600000000000.0,1277789.866,319.4474665,0.319447466
1982.0,3679.0,340.0,SOLENOIDS & SWITCHES,,14635.0,4357.0,4600000000000.0,1276910.653,#DIV/0!,#DIV/0!
1982.0,3423.0,93.0,HANDTOOLS,4000.0,19160.0,4340.0,4580000000000.0,1271928.445,317.9821111,0.317982111
1983.0,3823.0,43.0,THERMOMETERS,2250.0,27425.0,4285.0,4520000000000.0,1255809.536,558.1375714,0.558137571
1997.0,3443.0,43.0,Graphite heat exchangers,2000.0,29063.0,4255.0,4490000000000.0,1247017.404,623.5087018,0.623508702
2011.0,3085.0,28.0,Plastic containers,6000.0,51704.0,4250.0,4480000000000.0,1245552.048,207.592008,0.207592008
2021.0,2082.0,300.0,Beer,6000.0,25719.0,4212.0,4440000000000.0,1234415.348,205.7358913,0.205735891
1996.0,2326.0,550.0,fabric cutting and embroidery,6100.0,19842.0,4198.0,4430000000000.0,1230312.353,201.6905496,0.20169055
2002.0,3089.0,100.0,Plastic Pellets,6120.0,42393.0,4183.0,4410000000000.0,1225916.287,200.3131187,0.200313119
2009.0,3082.0,200.0,"Custom profile extrusions for windows, doors and office furniture",8400.0,40334.0,4139.0,4370000000000.0,1213021.159,144.4072809,0.144407281
1998.0,2519.0,35.0,Rattan and wicker furniture,3000.0,24741.0,4096.0,4320000000000.0,1200419.103,400.1397011,0.400139701
1990.0,3443.0,250.0,ELECTRONIC AIR CLEANERS,5500.0,18163.0,4070.0,4290000000000.0,1192799.256,216.8725919,0.216872592
2005.0,3544.0,125.0,nitrogen manifolds and gas springs,7344.0,19403.0,4059.0,4280000000000.0,1189575.474,161.9792312,0.161979231
1999.0,2657.0,75.0,Printed folding chipboard/corrugated cartons,4000.0,19546.0,4016.0,4240000000000.0,1176973.418,294.2433545,0.294243354
2014.0,3089.0,284.0,Blow Molded Plastics,8760.0,31565.0,4002.0,4220000000000.0,1172870.423,133.8893177,0.133889318
1997.0,2752.0,88.0,Commercial Printing,6800.0,22979.0,3993.0,4210000000000.0,1170232.783,172.0930564,0.172093056
2004.0,3569.0,70.0,Punches and dies,5720.0,29754.0,3956.0,4170000000000.0,1159389.154,202.6904115,0.202690411
1994.0,3548.0,139.0,flux-cored welding wire,8400.0,19191.0,3943.0,4160000000000.0,1155579.23,137.5689559,0.137568956
1990.0,3632.0,60.0,"REFRIGERATORS,ICE MAKERS",2500.0,19871.0,3941.0,4160000000000.0,1154993.088,461.997235,0.461997235
1993.0,3999.0,210.0,concession equipment,2500.0,18617.0,3938.0,4150000000000.0,1154113.874,461.6455497,0.46164555
1985.0,3544.0,175.0,SPECIAL MACHINES FOR INDUSTRY,6760.0,22252.0,3880.0,4090000000000.0,1137115.752,168.2123894,0.168212389
1994.0,3089.0,107.0,"thermoplastic seals, pistons",6000.0,18636.0,3860.0,4070000000000.0,1131254.331,188.5423885,0.188542388
2010.0,3312.0,50.0,"Aluminum, stainless and carbon slit coils and sheets",3000.0,44936.0,3856.0,4070000000000.0,1130082.047,376.6940155,0.376694016
2023.0,3728.0,200.0,Aircraft Parts,4250.0,37092.0,3838.0,4050000000000.0,1124806.767,264.6604158,0.264660416
1992.0,3795.0,136.0,CONTROL SYSTEMS,4000.0,14747.0,3827.0,4040000000000.0,1121582.986,280.3957464,0.280395746
2014.0,2891.0,130.0,"Sealants, coatings and adhesives",6500.0,25594.0,3788.0,4000000000000.0,1110153.214,170.7928021,0.170792802
2001.0,3469.0,46.0,Automotive stampings,2000.0,16779.0,3781.0,3990000000000.0,1108101.716,554.0508582,0.554050858
2009.0,2711.0,33.0,newspapers,2184.0,45043.0,3762.0,3970000000000.0,1102533.366,504.8229698,0.50482297
1993.0,2869.0,30.0,metal job shop,6000.0,16369.0,3716.0,3920000000000.0,1089052.097,181.5086828,0.181508683
1991.0,3083.0,96.0,PLASTIC EXTRUSIONS,8500.0,15090.0,3697.0,3900000000000.0,1083483.746,127.4686761,0.127468676
1986.0,3544.0,122.0,"TOOLS,DIES,JIGS",4500.0,21133.0,3694.0,3900000000000.0,1082604.533,240.5787852,0.240578785
2013.0,3089.0,309.0,Insulated vinyl windows and patio doors,7488.0,36508.0,3693.0,3900000000000.0,1082311.462,144.5394581,0.144539458
1992.0,3621.0,150.0,FRACTIONAL H.P. MOTORS,3500.0,13646.0,3686.0,3890000000000.0,1080259.965,308.6457042,0.308645704
2000.0,3714.0,225.0,Automobile seat covers and door panels,4000.0,18194.0,3654.0,3860000000000.0,1070881.69,267.7204226,0.267720423
2007.0,3085.0,97.0,Plastic Bottles,8568.0,61187.0,3607.0,3810000000000.0,1057107.35,123.3785423,0.123378542
2020.0,3944.0,350.0,Car Seats and Strollers,4420.0,22145.2,3595.0,3790000000000.0,1053590.497,238.3688908,0.238368891
2009.0,3674.0,103.0,Sensors and Instruments,3570.0,43326.0,3589.0,3790000000000.0,1051832.071,294.6308322,0.294630832
1982.0,3599.0,267.0,AUTOMATION MACHINERY,4200.0,13060.0,3584.0,3780000000000.0,1050366.715,250.0873132,0.250087313
2012.0,3613.0,200.0,Contactors/Relays,4800.0,29047.0,3570.0,3770000000000.0,1046263.721,217.9716084,0.217971608
1984.0,3612.0,131.0,ELECTRICAL EQUIPMENT,2080.0,19871.0,3562.0,3760000000000.0,1043919.152,501.8842077,0.501884208
1990.0,2752.0,400.0,PLAYING CARDS & GAMES,6000.0,15741.0,3550.0,3750000000000.0,1040402.299,173.4003832,0.173400383
2016.0,3086.0,180.0,Molded Urethane,6400.0,24811.0,3547.0,3740000000000.0,1039523.086,162.4254822,0.162425482
2016.0,3496.0,70.0,Welded Wire Mesh Concrete Reinforcement,7920.0,26202.0,3530.0,3720000000000.0,1034540.878,130.6238482,0.130623848
2020.0,3599.0,42.0,Precision Machine Components,4480.0,20323.0,3528.0,3720000000000.0,1033954.736,230.7934678,0.230793468
1991.0,3053.0,120.0,NON-METALLIC GASKETS,3000.0,15117.0,3490.0,3680000000000.0,1022818.035,340.939345,0.340939345
2012.0,3559.0,60.0,microchannel technology,2000.0,24193.0,3448.0,3640000000000.0,1010509.05,505.254525,0.505254525
1998.0,2431.0,40.0,Wooden Doors and windows,5125.0,16557.0,3424.0,3610000000000.0,1003475.344,195.8000672,0.195800067
1982.0,3081.0,60.0,PLASTIC SHEETS & SHAPES,2080.0,12660.0,3418.0,3610000000000.0,1001716.918,481.594672,0.481594672
1999.0,3053.0,150.0,"automotive sub-assemblies, exhaust components, gaskets",5000.0,13114.0,3408.0,3600000000000.0,998786.2071,199.7572414,0.199757241
2002.0,3089.0,62.0,Injection Molded Parts,6000.0,25651.0,3378.0,3560000000000.0,989994.075,164.9990125,0.164999013
2015.0,3465.0,185.0,Automotive Components,6000.0,32641.0,3369.0,3550000000000.0,987356.4354,164.5594059,0.164559406
1992.0,3272.0,115.0,PRECAST CONCRETE PRODUCT,3000.0,14799.0,3366.0,3550000000000.0,986477.2222,328.8257407,0.328825741
2004.0,3321.0,28.0,gray and ductile iron castings,2000.0,24851.0,3359.0,3540000000000.0,984425.7247,492.2128624,0.492212862
1983.0,2711.0,331.0,PRINTED MATTER,7488.0,18565.0,3330.0,3510000000000.0,975926.6637,130.3320865,0.130332086
2002.0,3089.0,80.0,Plastic Blow Molding,6240.0,32980.0,3312.0,3490000000000.0,970651.3844,155.5531065,0.155553106
1988.0,3089.0,183.0,CUSTOM PLASTIC MOLDING,6600.0,18432.0,3279.0,3460000000000.0,960980.0391,145.6030362,0.145603036
2014.0,3061.0,68.0,Extruded rubber (window seals),6000.0,27509.0,3274.0,3450000000000.0,959514.6837,159.919114,0.159919114
1998.0,3040.0,13.0,"Radio Towers, Floating boat docks",2000.0,19343.0,3273.0,3450000000000.0,959221.6127,479.6108063,0.479610806
1998.0,3625.0,225.0,"Enviromental systems, continuous emissions monitoring system",4400.0,19135.0,3271.0,3450000000000.0,958635.4705,217.8716978,0.217871698
1983.0,2711.0,200.0,NEWSPAPER PUBLISHER,7400.0,18804.0,3268.0,3450000000000.0,957756.2573,129.4265213,0.129426521
1992.0,3089.0,65.0,PLASTIC SHEET EXTRUSION,6000.0,13358.0,3263.0,3440000000000.0,956290.902,159.381817,0.159381817
2005.0,3260.0,73.0,Laminated Sheets and Fabricated Products,2210.0,27020.0,3207.0,3380000000000.0,939878.922,425.2845801,0.42528458
1995.0,3085.0,60.0,plastic drums,6500.0,15654.0,3183.0,3360000000000.0,932845.2164,143.5146487,0.143514649
1999.0,2752.0,31.0,printed metallic and polymeric sheets,5200.0,15492.0,3182.0,3360000000000.0,932552.1453,179.336951,0.179336951
1988.0,2531.0,95.0,BLACKBOARDS,2080.0,15096.0,3179.0,3350000000000.0,931672.9321,447.9196789,0.447919679
2009.0,3089.0,150.0,"Automotive plastics, Air Conditioning Systems",6000.0,34181.0,3173.0,3350000000000.0,929914.5057,154.9857509,0.154985751
1989.0,3599.0,55.0,AIRCRAFT CARRIER PARTS,5400.0,12556.0,3160.0,3330000000000.0,926104.5817,171.5008485,0.171500848
1985.0,2391.0,175.0,WINDOW & SHOWER CURTAINS,2000.0,16939.0,3120.0,3290000000000.0,914381.7389,457.1908695,0.457190869
1986.0,3949.0,130.0,SPORTING GOODS,2040.0,16766.0,3113.0,3280000000000.0,912330.2414,447.2207066,0.447220707
2021.0,3714.0,302.0,HVAC Assembly and Injection Molding,6000.0,16951.0,3101.0,3270000000000.0,908813.3886,151.4688981,0.151468898
1997.0,3599.0,120.0,Large presision machined metal products,8400.0,17917.0,3096.0,3270000000000.0,907348.0333,108.017623,0.108017623
1999.0,3711.0,80.0,fire apparatus,2080.0,14676.0,3086.0,3260000000000.0,904417.3226,434.8160205,0.43481602
2012.0,3089.0,242.0,Windows & Entry Doors,2080.0,23544.0,3080.0,3250000000000.0,902658.8961,433.9706231,0.433970623
2009.0,3089.0,60.0,Custom profile extrustions for decking and railing,8400.0,31526.0,3046.0,3210000000000.0,892694.4797,106.2731524,0.106273152
1999.0,3711.0,31.0,complete truck chassis,2340.0,14364.0,3043.0,3210000000000.0,891815.2665,381.1176353,0.381117635
2008.0,3714.0,365.0,automotive shift towers and control cables,4000.0,34711.0,3015.0,3180000000000.0,883609.2766,220.9023191,0.220902319
1982.0,2391.0,135.0,CURTAINS,2860.0,8383.0,2989.0,3150000000000.0,875989.4287,306.2900101,0.30629001
2004.0,3677.0,80.0,Variable Transformers / UPS,2000.0,22780.0,2907.0,3070000000000.0,851957.601,425.9788005,0.4259788
2001.0,3069.0,60.0,Ambient & cryogenically ground rubber and plastic,6732.0,27678.0,2905.0,3060000000000.0,851371.4589,126.4663486,0.126466349
2014.0,2011.0,35.0,meat products,4400.0,14294.0,2869.0,3030000000000.0,840820.9003,191.0956592,0.191095659
2012.0,3085.0,170.0,Plastic Bottles,6000.0,22442.0,2859.0,3020000000000.0,837890.1896,139.6483649,0.139648365
1993.0,2011.0,92.0,Beef and Pork,3750.0,14521.0,2841.0,3000000000000.0,832614.9104,222.0306428,0.222030643
2018.0,3317.0,169.0,Tubing,6000.0,18694.62,2807.0,2960000000000.0,822650.494,137.1084157,0.137108416
2010.0,3433.0,230.0,Gas Burners and Heat Exchangers,5000.0,36120.0,2794.0,2950000000000.0,818840.5701,163.768114,0.163768114
2022.0,3812.0,185.0,Aeronautical Systems and Instrumentation,2800.0,22832.0,2792.0,2950000000000.0,818254.4279,292.2337243,0.292233724
2023.0,3594.0,113.0,Stators and Pumps,2500.0,31201.0,2790.0,2940000000000.0,817668.2858,327.0673143,0.327067314
1998.0,3544.0,65.0,"Jigs fixtures,tools and die machinery",3000.0,13704.0,2779.0,2930000000000.0,814444.504,271.4815013,0.271481501
1996.0,3829.0,150.0,environmental control equipment,2300.0,13212.0,2773.0,2930000000000.0,812686.0776,353.3417729,0.353341773
1997.0,3089.0,110.0,Injection molded plastics,7000.0,13389.0,2726.0,2880000000000.0,798911.7373,114.1302482,0.114130248
2006.0,3499.0,39.0,Metal Fabrication,3168.0,21742.0,2710.0,2860000000000.0,794222.6002,250.7015783,0.250701578
2023.0,3714.0,50.0,Vehicle Engines,2000.0,18917.0,2709.0,2860000000000.0,793929.5291,396.9647645,0.396964765
1993.0,2297.0,278.0,"Bedding materials, filters, cotton/synthetic Textiles",8400.0,13729.0,2681.0,2830000000000.0,785723.5391,93.53851656,0.093538517
2013.0,3085.0,80.0,Intermediate Bulk Containers,8760.0,19391.0,2680.0,2830000000000.0,785430.4681,89.66101234,0.089661012
2016.0,3316.0,60.0,Flat Rolled Slit Coil,2610.0,22213.0,2679.0,2830000000000.0,785137.397,300.8189261,0.300818926
2002.0,3714.0,425.0,Robotic welded parts,6000.0,24200.0,2649.0,2790000000000.0,776345.2649,129.3908775,0.129390877
1993.0,3429.0,320.0,"weatherstripping, moldings, weatherseals",6000.0,10630.0,2628.0,2770000000000.0,770190.7724,128.3651287,0.128365129
1997.0,3443.0,42.0,"Lubricants Oils, Calcium Oxide",4000.0,12801.0,2616.0,2760000000000.0,766673.9196,191.6684799,0.19166848
2010.0,3499.0,98.0,X-Ray targets ,7200.0,32408.0,2599.0,2740000000000.0,761691.7114,105.7905155,0.105790515
1988.0,3089.0,100.0,THERMOFORMED PLASTIC PACKAGING,6000.0,12633.0,2575.0,2720000000000.0,754658.0057,125.7763343,0.125776334
2011.0,3444.0,61.0,Sheet Metal Ducts,2000.0,22873.0,2554.0,2690000000000.0,748503.5132,374.2517566,0.374251757
2005.0,3724.0,350.0,"Aircraft Components - Generators, Converters, Controllers",8568.0,23640.0,2515.0,2650000000000.0,737073.7415,86.02634705,0.086026347
